"model_id","reference_datetime","datetime","variable","prediction"
"GLM-AED",2022-01-03 12:00:00,2022-01-07,"chlorophyll-a",9.99636077159898
"GLM-AED",2022-01-03 12:00:00,2022-01-08,"chlorophyll-a",9.97213111015905
"GLM-AED",2022-01-03 12:00:00,2022-01-09,"chlorophyll-a",9.9263151482144
"GLM-AED",2022-01-03 12:00:00,2022-01-10,"chlorophyll-a",9.66762853384161
"GLM-AED",2022-01-03 12:00:00,2022-01-11,"chlorophyll-a",9.64494407923065
"GLM-AED",2022-01-03 12:00:00,2022-01-12,"chlorophyll-a",9.87724392998945
"GLM-AED",2022-01-03 12:00:00,2022-01-13,"chlorophyll-a",9.62121778487212
"GLM-AED",2022-01-03 12:00:00,2022-01-14,"chlorophyll-a",9.53089230548953
"GLM-AED",2022-01-03 12:00:00,2022-01-15,"chlorophyll-a",9.55846543945493
"GLM-AED",2022-01-03 12:00:00,2022-01-16,"chlorophyll-a",9.78351205013811
"GLM-AED",2022-01-03 12:00:00,2022-01-17,"chlorophyll-a",9.58189480152224
"GLM-AED",2022-01-03 12:00:00,2022-01-18,"chlorophyll-a",8.96084428394255
"GLM-AED",2022-01-03 12:00:00,2022-01-19,"chlorophyll-a",9.30228718731255
"GLM-AED",2022-01-03 12:00:00,2022-01-20,"chlorophyll-a",9.0910696350633
"GLM-AED",2022-01-03 12:00:00,2022-01-21,"chlorophyll-a",8.82398486565872
"GLM-AED",2022-01-03 12:00:00,2022-01-22,"chlorophyll-a",9.29326709713872
"GLM-AED",2022-01-03 12:00:00,2022-01-23,"chlorophyll-a",9.43552799145404
"GLM-AED",2022-01-03 12:00:00,2022-01-24,"chlorophyll-a",9.27153238471087
"GLM-AED",2022-01-03 12:00:00,2022-01-25,"chlorophyll-a",9.57629599836877
"GLM-AED",2022-01-03 12:00:00,2022-01-26,"chlorophyll-a",9.55466264744324
"GLM-AED",2022-01-03 12:00:00,2022-01-27,"chlorophyll-a",10.0284129297906
"GLM-AED",2022-01-03 12:00:00,2022-01-28,"chlorophyll-a",10.4353852180261
"GLM-AED",2022-01-03 12:00:00,2022-01-29,"chlorophyll-a",10.1628474989555
"GLM-AED",2022-01-03 12:00:00,2022-01-30,"chlorophyll-a",10.7687989741623
"GLM-AED",2022-01-03 12:00:00,2022-01-31,"chlorophyll-a",11.2512165666004
"GLM-AED",2022-01-03 12:00:00,2022-02-01,"chlorophyll-a",11.6046002082641
"GLM-AED",2022-01-03 12:00:00,2022-02-02,"chlorophyll-a",11.8498218066234
"GLM-AED",2022-01-03 12:00:00,2022-02-03,"chlorophyll-a",12.007671086255
"GLM-AED",2022-01-03 12:00:00,2022-02-04,"chlorophyll-a",11.667527735378
"GLM-AED",2022-01-03 12:00:00,2022-02-05,"chlorophyll-a",11.7509350386752
"GLM-AED",2022-01-03 12:00:00,2022-02-06,"chlorophyll-a",12.4939800139415
"GLM-AED",2022-01-03 12:00:00,2022-02-07,"chlorophyll-a",13.065613650487
"GLM-AED",2022-01-04 12:00:00,2022-01-04,"chlorophyll-a",10.1974305416667
"GLM-AED",2022-01-04 12:00:00,2022-01-05,"chlorophyll-a",10.1230539939022
"GLM-AED",2022-01-04 12:00:00,2022-01-06,"chlorophyll-a",10.0022561463747
"GLM-AED",2022-01-04 12:00:00,2022-01-07,"chlorophyll-a",9.88686580325501
"GLM-AED",2022-01-04 12:00:00,2022-01-08,"chlorophyll-a",9.87594906536472
"GLM-AED",2022-01-04 12:00:00,2022-01-09,"chlorophyll-a",9.84386721406204
"GLM-AED",2022-01-04 12:00:00,2022-01-10,"chlorophyll-a",9.59820760761102
"GLM-AED",2022-01-04 12:00:00,2022-01-11,"chlorophyll-a",9.59464200933991
"GLM-AED",2022-01-04 12:00:00,2022-01-12,"chlorophyll-a",9.8327229858381
"GLM-AED",2022-01-04 12:00:00,2022-01-13,"chlorophyll-a",9.60540495960729
"GLM-AED",2022-01-04 12:00:00,2022-01-14,"chlorophyll-a",9.53459124605433
"GLM-AED",2022-01-04 12:00:00,2022-01-15,"chlorophyll-a",9.57758086321473
"GLM-AED",2022-01-04 12:00:00,2022-01-16,"chlorophyll-a",9.82257442025636
"GLM-AED",2022-01-04 12:00:00,2022-01-17,"chlorophyll-a",9.08848424809768
"GLM-AED",2022-01-04 12:00:00,2022-01-18,"chlorophyll-a",9.03313113858412
"GLM-AED",2022-01-04 12:00:00,2022-01-19,"chlorophyll-a",9.38336484991624
"GLM-AED",2022-01-04 12:00:00,2022-01-20,"chlorophyll-a",9.07673128367508
"GLM-AED",2022-01-04 12:00:00,2022-01-21,"chlorophyll-a",8.90636969047448
"GLM-AED",2022-01-04 12:00:00,2022-01-22,"chlorophyll-a",9.42302882947981
"GLM-AED",2022-01-04 12:00:00,2022-01-23,"chlorophyll-a",9.4744765242288
"GLM-AED",2022-01-04 12:00:00,2022-01-24,"chlorophyll-a",9.42723804949883
"GLM-AED",2022-01-04 12:00:00,2022-01-25,"chlorophyll-a",9.85159102324334
"GLM-AED",2022-01-04 12:00:00,2022-01-26,"chlorophyll-a",9.75127570563203
"GLM-AED",2022-01-04 12:00:00,2022-01-27,"chlorophyll-a",10.2795214528522
"GLM-AED",2022-01-04 12:00:00,2022-01-28,"chlorophyll-a",10.5835124209229
"GLM-AED",2022-01-04 12:00:00,2022-01-29,"chlorophyll-a",10.4299203953411
"GLM-AED",2022-01-04 12:00:00,2022-01-30,"chlorophyll-a",11.0839005731185
"GLM-AED",2022-01-04 12:00:00,2022-01-31,"chlorophyll-a",11.5470491773976
"GLM-AED",2022-01-04 12:00:00,2022-02-01,"chlorophyll-a",12.1444866314521
"GLM-AED",2022-01-04 12:00:00,2022-02-02,"chlorophyll-a",12.2507697402288
"GLM-AED",2022-01-04 12:00:00,2022-02-03,"chlorophyll-a",12.4291018782702
"GLM-AED",2022-01-04 12:00:00,2022-02-04,"chlorophyll-a",12.089012704189
"GLM-AED",2022-01-04 12:00:00,2022-02-05,"chlorophyll-a",12.1949213631003
"GLM-AED",2022-01-04 12:00:00,2022-02-06,"chlorophyll-a",12.9877285230067
"GLM-AED",2022-01-04 12:00:00,2022-02-07,"chlorophyll-a",13.5814785797559
"GLM-AED",2022-01-04 12:00:00,2022-02-08,"chlorophyll-a",14.054466422007
"GLM-AED",2022-01-05 12:00:00,2022-01-05,"chlorophyll-a",10.0812587062937
"GLM-AED",2022-01-05 12:00:00,2022-01-06,"chlorophyll-a",9.84695703981378
"GLM-AED",2022-01-05 12:00:00,2022-01-07,"chlorophyll-a",9.73904790642277
"GLM-AED",2022-01-05 12:00:00,2022-01-08,"chlorophyll-a",9.73580409465948
"GLM-AED",2022-01-05 12:00:00,2022-01-09,"chlorophyll-a",9.7114539948173
"GLM-AED",2022-01-05 12:00:00,2022-01-10,"chlorophyll-a",9.47516495497019
"GLM-AED",2022-01-05 12:00:00,2022-01-11,"chlorophyll-a",9.48112324595016
"GLM-AED",2022-01-05 12:00:00,2022-01-12,"chlorophyll-a",9.71793011025244
"GLM-AED",2022-01-05 12:00:00,2022-01-13,"chlorophyll-a",9.50270595042073
"GLM-AED",2022-01-05 12:00:00,2022-01-14,"chlorophyll-a",9.43536184863627
"GLM-AED",2022-01-05 12:00:00,2022-01-15,"chlorophyll-a",9.48735422149347
"GLM-AED",2022-01-05 12:00:00,2022-01-16,"chlorophyll-a",9.73548377958302
"GLM-AED",2022-01-05 12:00:00,2022-01-17,"chlorophyll-a",9.59751094125246
"GLM-AED",2022-01-05 12:00:00,2022-01-18,"chlorophyll-a",8.98241117723774
"GLM-AED",2022-01-05 12:00:00,2022-01-19,"chlorophyll-a",9.32017636867432
"GLM-AED",2022-01-05 12:00:00,2022-01-20,"chlorophyll-a",9.09308590082346
"GLM-AED",2022-01-05 12:00:00,2022-01-21,"chlorophyll-a",8.86935998371022
"GLM-AED",2022-01-05 12:00:00,2022-01-22,"chlorophyll-a",9.40689325149494
"GLM-AED",2022-01-05 12:00:00,2022-01-23,"chlorophyll-a",9.47386620690044
"GLM-AED",2022-01-05 12:00:00,2022-01-24,"chlorophyll-a",9.44883023955894
"GLM-AED",2022-01-05 12:00:00,2022-01-25,"chlorophyll-a",9.89137169942319
"GLM-AED",2022-01-05 12:00:00,2022-01-26,"chlorophyll-a",9.77355218978031
"GLM-AED",2022-01-05 12:00:00,2022-01-27,"chlorophyll-a",10.3327512065507
"GLM-AED",2022-01-05 12:00:00,2022-01-28,"chlorophyll-a",10.5989823107634
"GLM-AED",2022-01-05 12:00:00,2022-01-29,"chlorophyll-a",10.5173233481665
"GLM-AED",2022-01-05 12:00:00,2022-01-30,"chlorophyll-a",11.1733364036801
"GLM-AED",2022-01-05 12:00:00,2022-01-31,"chlorophyll-a",11.530800411577
"GLM-AED",2022-01-05 12:00:00,2022-02-01,"chlorophyll-a",11.8826908260162
"GLM-AED",2022-01-05 12:00:00,2022-02-02,"chlorophyll-a",12.4296718020395
"GLM-AED",2022-01-05 12:00:00,2022-02-03,"chlorophyll-a",12.6484005489101
"GLM-AED",2022-01-05 12:00:00,2022-02-04,"chlorophyll-a",12.3090133687815
"GLM-AED",2022-01-05 12:00:00,2022-02-05,"chlorophyll-a",12.4224378879042
"GLM-AED",2022-01-05 12:00:00,2022-02-06,"chlorophyll-a",13.2182044513303
"GLM-AED",2022-01-05 12:00:00,2022-02-07,"chlorophyll-a",13.8620734197976
"GLM-AED",2022-01-05 12:00:00,2022-02-08,"chlorophyll-a",14.3382051990747
"GLM-AED",2022-01-05 12:00:00,2022-02-09,"chlorophyll-a",15.221536365599
"GLM-AED",2022-01-06 12:00:00,2022-01-06,"chlorophyll-a",10.7990277986111
"GLM-AED",2022-01-06 12:00:00,2022-01-07,"chlorophyll-a",10.6869452567922
"GLM-AED",2022-01-06 12:00:00,2022-01-08,"chlorophyll-a",10.689835650894
"GLM-AED",2022-01-06 12:00:00,2022-01-09,"chlorophyll-a",10.6707105474755
"GLM-AED",2022-01-06 12:00:00,2022-01-10,"chlorophyll-a",10.416211013094
"GLM-AED",2022-01-06 12:00:00,2022-01-11,"chlorophyll-a",10.4246943648588
"GLM-AED",2022-01-06 12:00:00,2022-01-12,"chlorophyll-a",10.7300045262732
"GLM-AED",2022-01-06 12:00:00,2022-01-13,"chlorophyll-a",10.4818455293544
"GLM-AED",2022-01-06 12:00:00,2022-01-14,"chlorophyll-a",10.4258246591126
"GLM-AED",2022-01-06 12:00:00,2022-01-15,"chlorophyll-a",10.4990935218849
"GLM-AED",2022-01-06 12:00:00,2022-01-16,"chlorophyll-a",10.644901089289
"GLM-AED",2022-01-06 12:00:00,2022-01-17,"chlorophyll-a",9.939172967579
"GLM-AED",2022-01-06 12:00:00,2022-01-18,"chlorophyll-a",9.91959401450374
"GLM-AED",2022-01-06 12:00:00,2022-01-19,"chlorophyll-a",10.3361919046786
"GLM-AED",2022-01-06 12:00:00,2022-01-20,"chlorophyll-a",10.018891401826
"GLM-AED",2022-01-06 12:00:00,2022-01-21,"chlorophyll-a",9.84011025989536
"GLM-AED",2022-01-06 12:00:00,2022-01-22,"chlorophyll-a",10.4468104612683
"GLM-AED",2022-01-06 12:00:00,2022-01-23,"chlorophyll-a",10.650603484351
"GLM-AED",2022-01-06 12:00:00,2022-01-24,"chlorophyll-a",10.4805581746398
"GLM-AED",2022-01-06 12:00:00,2022-01-25,"chlorophyll-a",10.9976051077226
"GLM-AED",2022-01-06 12:00:00,2022-01-26,"chlorophyll-a",10.882221153447
"GLM-AED",2022-01-06 12:00:00,2022-01-27,"chlorophyll-a",11.4890523788841
"GLM-AED",2022-01-06 12:00:00,2022-01-28,"chlorophyll-a",11.9480727808054
"GLM-AED",2022-01-06 12:00:00,2022-01-29,"chlorophyll-a",11.7013057044868
"GLM-AED",2022-01-06 12:00:00,2022-01-30,"chlorophyll-a",12.4349765540189
"GLM-AED",2022-01-06 12:00:00,2022-01-31,"chlorophyll-a",13.0539363289694
"GLM-AED",2022-01-06 12:00:00,2022-02-01,"chlorophyll-a",13.3290636952123
"GLM-AED",2022-01-06 12:00:00,2022-02-02,"chlorophyll-a",13.826036597742
"GLM-AED",2022-01-06 12:00:00,2022-02-03,"chlorophyll-a",14.0381014983244
"GLM-AED",2022-01-06 12:00:00,2022-02-04,"chlorophyll-a",13.6164038793729
"GLM-AED",2022-01-06 12:00:00,2022-02-05,"chlorophyll-a",13.7845400206283
"GLM-AED",2022-01-06 12:00:00,2022-02-06,"chlorophyll-a",14.6482440348459
"GLM-AED",2022-01-06 12:00:00,2022-02-07,"chlorophyll-a",15.3182857605116
"GLM-AED",2022-01-06 12:00:00,2022-02-08,"chlorophyll-a",15.8472429854924
"GLM-AED",2022-01-06 12:00:00,2022-02-09,"chlorophyll-a",16.7212822656597
"GLM-AED",2022-01-06 12:00:00,2022-02-10,"chlorophyll-a",17.6441892780907
"GLM-AED",2022-01-07 12:00:00,2022-01-07,"chlorophyll-a",10.6395833333333
"GLM-AED",2022-01-07 12:00:00,2022-01-08,"chlorophyll-a",10.7031870331898
"GLM-AED",2022-01-07 12:00:00,2022-01-09,"chlorophyll-a",10.7069075760384
"GLM-AED",2022-01-07 12:00:00,2022-01-10,"chlorophyll-a",10.4695049085967
"GLM-AED",2022-01-07 12:00:00,2022-01-11,"chlorophyll-a",10.5083182995153
"GLM-AED",2022-01-07 12:00:00,2022-01-12,"chlorophyll-a",10.7843684169284
"GLM-AED",2022-01-07 12:00:00,2022-01-13,"chlorophyll-a",10.6047155617843
"GLM-AED",2022-01-07 12:00:00,2022-01-14,"chlorophyll-a",10.5659543738624
"GLM-AED",2022-01-07 12:00:00,2022-01-15,"chlorophyll-a",10.6643228835096
"GLM-AED",2022-01-07 12:00:00,2022-01-16,"chlorophyll-a",10.9805541750498
"GLM-AED",2022-01-07 12:00:00,2022-01-17,"chlorophyll-a",10.8841399556516
"GLM-AED",2022-01-07 12:00:00,2022-01-18,"chlorophyll-a",10.1044650732771
"GLM-AED",2022-01-07 12:00:00,2022-01-19,"chlorophyll-a",10.5822490923875
"GLM-AED",2022-01-07 12:00:00,2022-01-20,"chlorophyll-a",10.3291592419298
"GLM-AED",2022-01-07 12:00:00,2022-01-21,"chlorophyll-a",10.1544157641976
"GLM-AED",2022-01-07 12:00:00,2022-01-22,"chlorophyll-a",10.8175789478045
"GLM-AED",2022-01-07 12:00:00,2022-01-23,"chlorophyll-a",10.9909824920321
"GLM-AED",2022-01-07 12:00:00,2022-01-24,"chlorophyll-a",10.9117942477562
"GLM-AED",2022-01-07 12:00:00,2022-01-25,"chlorophyll-a",11.5007837825881
"GLM-AED",2022-01-07 12:00:00,2022-01-26,"chlorophyll-a",11.3973199402112
"GLM-AED",2022-01-07 12:00:00,2022-01-27,"chlorophyll-a",12.0527266239751
"GLM-AED",2022-01-07 12:00:00,2022-01-28,"chlorophyll-a",12.6332504621254
"GLM-AED",2022-01-07 12:00:00,2022-01-29,"chlorophyll-a",12.3597907304609
"GLM-AED",2022-01-07 12:00:00,2022-01-30,"chlorophyll-a",13.1172527802456
"GLM-AED",2022-01-07 12:00:00,2022-01-31,"chlorophyll-a",13.8450362509468
"GLM-AED",2022-01-07 12:00:00,2022-02-01,"chlorophyll-a",14.6002000358709
"GLM-AED",2022-01-07 12:00:00,2022-02-02,"chlorophyll-a",14.722475096158
"GLM-AED",2022-01-07 12:00:00,2022-02-03,"chlorophyll-a",14.9733403617845
"GLM-AED",2022-01-07 12:00:00,2022-02-04,"chlorophyll-a",14.5939318922674
"GLM-AED",2022-01-07 12:00:00,2022-02-05,"chlorophyll-a",14.7448255726622
"GLM-AED",2022-01-07 12:00:00,2022-02-06,"chlorophyll-a",15.7164824727631
"GLM-AED",2022-01-07 12:00:00,2022-02-07,"chlorophyll-a",16.4103219741051
"GLM-AED",2022-01-07 12:00:00,2022-02-08,"chlorophyll-a",16.9639301945589
"GLM-AED",2022-01-07 12:00:00,2022-02-09,"chlorophyll-a",17.9357593370377
"GLM-AED",2022-01-07 12:00:00,2022-02-10,"chlorophyll-a",18.8929740457176
"GLM-AED",2022-01-07 12:00:00,2022-02-11,"chlorophyll-a",19.9623737970169
"GLM-AED",2022-01-08 12:00:00,2022-01-08,"chlorophyll-a",11.7771527916667
"GLM-AED",2022-01-08 12:00:00,2022-01-09,"chlorophyll-a",11.7904031823824
"GLM-AED",2022-01-08 12:00:00,2022-01-10,"chlorophyll-a",11.5366718561881
"GLM-AED",2022-01-08 12:00:00,2022-01-11,"chlorophyll-a",11.5890739442668
"GLM-AED",2022-01-08 12:00:00,2022-01-12,"chlorophyll-a",11.921755293745
"GLM-AED",2022-01-08 12:00:00,2022-01-13,"chlorophyll-a",11.7181550155928
"GLM-AED",2022-01-08 12:00:00,2022-01-14,"chlorophyll-a",11.686147530389
"GLM-AED",2022-01-08 12:00:00,2022-01-15,"chlorophyll-a",11.7992831561409
"GLM-AED",2022-01-08 12:00:00,2022-01-16,"chlorophyll-a",12.1749007916463
"GLM-AED",2022-01-08 12:00:00,2022-01-17,"chlorophyll-a",11.3076265925013
"GLM-AED",2022-01-08 12:00:00,2022-01-18,"chlorophyll-a",11.2637739514023
"GLM-AED",2022-01-08 12:00:00,2022-01-19,"chlorophyll-a",11.7899141073838
"GLM-AED",2022-01-08 12:00:00,2022-01-20,"chlorophyll-a",11.409086050793
"GLM-AED",2022-01-08 12:00:00,2022-01-21,"chlorophyll-a",11.2882035217811
"GLM-AED",2022-01-08 12:00:00,2022-01-22,"chlorophyll-a",12.0328899448679
"GLM-AED",2022-01-08 12:00:00,2022-01-23,"chlorophyll-a",12.2893501062118
"GLM-AED",2022-01-08 12:00:00,2022-01-24,"chlorophyll-a",12.1460957747636
"GLM-AED",2022-01-08 12:00:00,2022-01-25,"chlorophyll-a",12.7734613364307
"GLM-AED",2022-01-08 12:00:00,2022-01-26,"chlorophyll-a",12.6832822838555
"GLM-AED",2022-01-08 12:00:00,2022-01-27,"chlorophyll-a",13.4402472429969
"GLM-AED",2022-01-08 12:00:00,2022-01-28,"chlorophyll-a",13.8163311523805
"GLM-AED",2022-01-08 12:00:00,2022-01-29,"chlorophyll-a",13.7550878959394
"GLM-AED",2022-01-08 12:00:00,2022-01-30,"chlorophyll-a",14.6447315487987
"GLM-AED",2022-01-08 12:00:00,2022-01-31,"chlorophyll-a",15.1175748111817
"GLM-AED",2022-01-08 12:00:00,2022-02-01,"chlorophyll-a",15.6663960267566
"GLM-AED",2022-01-08 12:00:00,2022-02-02,"chlorophyll-a",16.3117759031822
"GLM-AED",2022-01-08 12:00:00,2022-02-03,"chlorophyll-a",16.5917919749006
"GLM-AED",2022-01-08 12:00:00,2022-02-04,"chlorophyll-a",16.1526684572098
"GLM-AED",2022-01-08 12:00:00,2022-02-05,"chlorophyll-a",16.2949272265619
"GLM-AED",2022-01-08 12:00:00,2022-02-06,"chlorophyll-a",17.303024572794
"GLM-AED",2022-01-08 12:00:00,2022-02-07,"chlorophyll-a",18.0041467731141
"GLM-AED",2022-01-08 12:00:00,2022-02-08,"chlorophyll-a",18.5543278812419
"GLM-AED",2022-01-08 12:00:00,2022-02-09,"chlorophyll-a",19.508833705997
"GLM-AED",2022-01-08 12:00:00,2022-02-10,"chlorophyll-a",20.4088429550326
"GLM-AED",2022-01-08 12:00:00,2022-02-11,"chlorophyll-a",21.3567896809878
"GLM-AED",2022-01-08 12:00:00,2022-02-12,"chlorophyll-a",22.1794646236456
"GLM-AED",2022-01-09 12:00:00,2022-01-09,"chlorophyll-a",11.8284027777778
"GLM-AED",2022-01-09 12:00:00,2022-01-10,"chlorophyll-a",11.5746508543485
"GLM-AED",2022-01-09 12:00:00,2022-01-11,"chlorophyll-a",11.6255125781095
"GLM-AED",2022-01-09 12:00:00,2022-01-12,"chlorophyll-a",11.943170815129
"GLM-AED",2022-01-09 12:00:00,2022-01-13,"chlorophyll-a",11.7549250792327
"GLM-AED",2022-01-09 12:00:00,2022-01-14,"chlorophyll-a",11.7216891377375
"GLM-AED",2022-01-09 12:00:00,2022-01-15,"chlorophyll-a",11.8374897606172
"GLM-AED",2022-01-09 12:00:00,2022-01-16,"chlorophyll-a",12.2053020764653
"GLM-AED",2022-01-09 12:00:00,2022-01-17,"chlorophyll-a",11.3394679943923
"GLM-AED",2022-01-09 12:00:00,2022-01-18,"chlorophyll-a",11.2897713925647
"GLM-AED",2022-01-09 12:00:00,2022-01-19,"chlorophyll-a",11.830618506737
"GLM-AED",2022-01-09 12:00:00,2022-01-20,"chlorophyll-a",11.4204912519285
"GLM-AED",2022-01-09 12:00:00,2022-01-21,"chlorophyll-a",11.3218622053102
"GLM-AED",2022-01-09 12:00:00,2022-01-22,"chlorophyll-a",11.9145442126025
"GLM-AED",2022-01-09 12:00:00,2022-01-23,"chlorophyll-a",12.2965843808327
